State,Acc_len,Area_code,Int_plan,Vmail_plan,Vmail_message,Day_min,Day_calls,Eve_mins,Eve_calls,Night_mins,Night_calls,Int_mins,Int_calls,Custserv_calls,Churn
0,0.6909009381562695,415,0,1,1.261884565177865,1.5682931785648524,0.5002614888939401,-0.05992080610313628,-0.05952673981100831,0.8721346949163054,-0.4487115485940318,-0.10130125431359678,-0.5834872771921391,-0.433885375760545,0
0,0.16050289021516692,415,0,1,1.3354634219562516,-0.3491655660702227,1.1541562780858474,-0.09750621988607572,0.1422980868513195,1.064068938875777,0.1533084208527234,1.2407066536458753,-0.5834872771921391,-0.433885375760545,0
0,0.9182143872738849,415,0,0,-0.5775868542817983,1.1662752581920877,0.7014598855683731,-1.567293716766282,0.4954915335103932,-0.7523809163282917,0.203476751639953,0.6966493936623055,0.23039814842601988,-1.1990682557782824,0
0,-0.4204092575298502,408,1,0,-0.5775868542817983,2.2037408591540597,-1.4614228786817816,-2.740354262728546,-0.6145450131324098,-0.07368560005923323,-0.549048210168491,-1.3344977102763553,1.044283574044179,0.3312975042571924,0
0,-0.6477227066474656,415,1,0,-0.5775868542817983,-0.2546820916969003,0.6511602863997649,-1.0312070254411998,1.1009660134973767,-0.2715559546566263,1.056338375022856,-0.06503077031469225,-0.5834872771921391,1.0964803842749298,0
0,0.43833043913669684,510,1,0,-0.5775868542817983,0.7957518292770973,-0.10333370112935888,0.3990168779832805,0.041385673520155604,0.06482364815894193,0.9058333826611673,-1.4433091622730692,0.6373408612350994,-1.1990682557782824,0
0,0.5141015888425686,510,0,1,1.1883057083994784,0.6994157377591995,-0.6063296928154414,2.9291086794769328,0.3945791201792293,0.23697085665867368,0.9058333826611673,-1.0080633542862132,1.044283574044179,1.0964803842749298,0
0,1.1707848862934576,415,1,0,-0.5775868542817983,-0.4343859547206704,-1.0590260853329156,-1.9253442375405987,-0.3118077731389181,0.22114122829088256,-0.1978698946578838,-1.153145290281832,0.6373408612350994,-1.1990682557782824,0
0,0.4130733892347396,408,0,0,-0.5775868542817983,0.07508376003744122,-0.15363330029796712,2.990432249333308,-1.0181946664570656,0.3002893701298398,-0.4988798793812614,-0.5728175462993577,-0.1765445643830596,-0.433885375760545,0
0,1.0192425868817139,415,1,1,2.1448308465185035,1.4478730641674804,-0.8075280894898744,0.42671139340228853,0.5459477401759751,2.4887354919770064,-0.1477015638706542,0.33394455367325887,0.23039814842601988,-1.1990682557782824,0
