State,Acc_len,Area_code,Int_plan,Vmail_plan,Vmail_message,Day_min,Day_calls,Day_charge,Eve_mins,Eve_calls,Eve_charge,Night_mins,Night_calls,Night_charge,Int_mins,Int_calls,Int_charge,Custserv_calls,Churn
0,0.6909009381562695,415,0,1,1.261884565177865,1.5682931785648524,0.5002614888939401,1.5685687141442155,-0.05992080610313628,-0.05952673981100831,-0.059742013041930414,0.8721346949163054,-0.4487115485940318,0.8714181143722476,-0.10130125431359678,-0.5834872771921391,-0.10200542177335949,-0.433885375760545,0
0,0.16050289021516692,415,0,1,1.3354634219562516,-0.3491655660702227,1.1541562780858474,-0.34944667890382836,-0.09750621988607572,0.1422980868513195,-0.09697844560549389,1.064068938875777,0.1533084208527234,1.0648892326389363,1.2407066536458753,-0.5834872771921391,1.2414806210952773,-0.433885375760545,0
0,0.9182143872738849,415,0,0,-0.5775868542817983,1.1662752581920877,0.7014598855683731,1.1664393504881203,-1.567293716766282,0.4954915335103932,-1.5678175318662497,-0.7523809163282917,0.203476751639953,-0.7511010365461207,0.6966493936623055,0.23039814842601988,0.690651343519136,-1.1990682557782824,0
0,-0.4204092575298502,408,1,0,-0.5775868542817983,2.2037408591540597,-1.4614228786817816,2.2039113130913797,-2.740354262728546,-0.6145450131324098,-2.7407651576184984,-0.07368560005923323,-0.549048210168491,-0.07395212261270985,-1.3344977102763553,1.044283574044179,-1.3380125812125054,0.3312975042571924,0
0,-0.6477227066474656,415,1,0,-0.5775868542817983,-0.2546820916969003,0.6511602863997649,-0.2546356907247488,-1.0312070254411998,1.1009660134973767,-1.0302165367298028,-0.2715559546566263,1.056338375022856,-0.27182031174909593,-0.06503077031469225,-0.5834872771921391,-0.06170084048730065,1.0964803842749298,0
0,0.43833043913669684,510,1,0,-0.5775868542817983,0.7957518292770973,-0.10333370112935888,0.7959136495583838,0.3990168779832805,0.041385673520155604,0.39873156289694417,0.06482364815894193,0.9058333826611673,0.0667541452176095,-1.4433091622730692,0.6373408612350994,-1.4454914646419965,-1.1990682557782824,0
0,0.5141015888425686,510,0,1,1.1883057083994784,0.6994157377591995,-0.6063296928154414,0.6989230984326597,2.9291086794769328,0.3945791201792293,2.9284817001840353,0.23697085665867368,0.9058333826611673,0.2382399091358113,-1.0080633542862132,1.044283574044179,-1.0021410704953466,1.0964803842749298,0
0,1.1707848862934576,415,1,0,-0.5775868542817983,-0.4343859547206704,-1.0590260853329156,-0.4344496338230027,-1.9253442375405987,-0.3118077731389181,-1.926218195290548,0.22114122829088256,-0.1978698946578838,0.220651625657021,-1.153145290281832,0.6373408612350994,-1.1499245352108964,-1.1990682557782824,0
0,0.4130733892347396,408,0,0,-0.5775868542817983,0.07508376003744122,-0.15363330029796712,0.07556809569204521,2.990432249333308,-1.0181946664570656,2.991318180135049,0.3002893701298398,-0.4988798793812614,0.2997989013115762,-0.5728175462993577,-0.1765445643830596,-0.5722255367773824,-0.433885375760545,0
0,1.0192425868817139,415,1,1,2.1448308465185035,1.4478730641674804,-0.8075280894898744,1.4476029706053901,0.42671139340228853,0.5459477401759751,0.42665888731961693,2.4887354919770064,-0.1477015638706542,2.4895401944209183,0.33394455367325887,0.23039814842601988,0.32791011194460407,-1.1990682557782824,0
0,-0.9002932056670382,415,0,0,-0.5775868542817983,-0.9512661380570819,1.858350666446363,-0.9510060521779874,0.5552930721333967,-0.8668260464603197,0.5546591242568665,0.16178012191166463,0.5546550671505601,0.16348970435095425,0.8780018136568288,0.6373408612350994,0.8787393895207453,1.8616632642926672,1
0,-0.6729797565494229,415,0,0,-0.5775868542817983,0.13436750866383945,1.3553546747602803,0.13441629525147372,-0.7325018948504716,2.4128273868025074,-0.7323250762212952,-0.09149393197299872,-0.298206556232343,-0.09154040609149937,-0.42773561030373886,0.23039814842601988,-0.4244420720618326,-1.1990682557782824,0
0,1.7011829342345601,408,0,0,-0.5775868542817983,-0.9568239894908064,-0.2039328994665754,-0.9564549595446012,-1.8897370034304455,-1.472300526447303,-1.8889817627269845,-1.1778021787126869,1.4075166905334633,-1.1776169109067762,0.33394455367325887,-0.9904299900012186,0.32791011194460407,-0.433885375760545,0
0,-0.14258170860832026,510,0,0,-0.5775868542817983,-0.4417964232989703,-0.6063296928154414,-0.44207810413626203,0.9331253896355761,-1.2704756997849753,0.9340052809981687,-0.16470596317403394,0.7553283902994785,-0.16629061087635644,0.7329198776612107,0.23039814842601988,0.7309559248051948,1.0964803842749298,0
0,-0.97606435537291,415,0,0,-0.5775868542817983,-1.1068859782013776,-1.51172247785039,-1.106844802863141,2.112120474616199,-1.2200194931193933,2.111607460820862,0.047015316245176436,-0.047364902296195006,0.049165861738819976,1.0230837496524476,0.6373408612350994,1.0265228542362952,1.8616632642926672,0
0,1.5243835849208593,415,0,0,-0.5775868542817983,2.8243676025866686,-1.6626212753562146,2.823996971412026,2.321807519931545,-0.16043915314217222,2.321062393990907,-0.7919549872477704,1.4075166905334633,-0.790674674373398,-1.769743518263211,1.8581689996623378,-1.7679281149304693,1.8616632642926672,1
0,-0.39515220762789294,408,0,1,1.409042278734638,0.29554520024186054,1.9589498647835792,0.29570395330324106,1.591859220673407,-0.513632599801246,1.5926246819661967,-2.2027706155271827,-1.2514048411897054,-2.202134423546288,1.2769771376447805,-0.1765445643830596,1.281785202381336,-0.433885375760545,0
0,-0.19309580841223478,510,0,0,-0.5775868542817983,0.18994602300108798,0.7014598855683731,0.18999515039093426,0.35154056583640964,0.5459477401759751,0.35218602219249,-1.4053530864996888,1.056338375022856,-1.4062645961310447,-0.7904404502927854,-0.5834872771921391,-0.7871833036363646,1.0964803842749298,0
0,-0.6224656567455084,510,0,1,1.8505154194049571,0.17141985155533848,-1.7129208745248228,0.17146886534444727,0.24471886350595098,-1.7750377664407948,0.24513127857224493,-0.6910411064031,0.4041500747888714,-0.6895420443703563,-0.10130125431359678,0.23039814842601988,-0.10200542177335949,-0.433885375760545,0
0,-0.6982368064513801,415,0,0,-0.5775868542817983,0.8142780007228468,-0.5057304944782248,0.8144399346048709,-0.8096509020891366,-0.6145450131324098,-0.8091252183836447,-0.15481244544416428,-1.301573171976935,-0.1530993982672643,0.986813265653543,-0.9904299900012186,0.9862182729502358,-0.433885375760545,0
0,1.1707848862934576,415,0,0,-0.5775868542817983,-0.4695856804675946,0.8523586830741978,-0.46932264096933085,0.7768491954854599,-0.36226397980450004,0.7757504426030242,0.16178012191166463,1.6583583444696113,0.16348970435095425,0.11632164967983105,-0.1765445643830596,0.11295234508562198,-1.1990682557782824,0
0,-0.597208606843551,408,0,0,-0.5775868542817983,-2.1869617734885742,-0.5560300936468331,-2.1868182429259884,-0.6039202161193633,1.0505098068317948,-0.604324839284046,0.17760975027945575,-1.803256479849231,0.1766809169600464,-1.660932066266497,0.6373408612350994,-1.6604492315009782,2.6268461443104045,1
0,0.741415037960184,415,0,0,-0.5775868542817983,0.047294502868816944,0.6008606872311566,0.047233777385653486,-2.522754498722055,-0.05952673981100831,-2.522001116307563,-0.37246983550129664,-1.1008998488280166,-0.37295294175213806,-0.28265367430812005,5.927596127753133,-0.2766586073462827,-1.1990682557782824,0
